author,committer,sha,body,date,URL,issue,files_changed
yyx990803,yyx990803,6b1d431a89f3f7438d01d8cc98546397f0983287,"Revert ""perf: avoid unnecessary re-renders when computed property value did not change (#7824)""

This reverts commit 653aac2c57d15f0e93a2c1cc7e6fad156658df19.",2018-09-18 14:21:55,https://api.github.com/repos/vuejs/vue/commits/6b1d431a89f3f7438d01d8cc98546397f0983287,,"['src/core/instance/state.js', 'src/core/observer/watcher.js', 'test/unit/features/options/computed.spec.js', 'test/unit/modules/observer/watcher.spec.js']"
yyx990803,yyx990803,2ae4e298f1a028e4c3dde7cd9902a11e73eeb104,chore: lockfile maintenance,2018-09-18 14:21:25,https://api.github.com/repos/vuejs/vue/commits/2ae4e298f1a028e4c3dde7cd9902a11e73eeb104,,['yarn.lock']
yyx990803,yyx990803,2a057844fa3ed87f8fa04cb9a86c4162f422be19,chore: update sponsor,2018-09-18 14:21:15,https://api.github.com/repos/vuejs/vue/commits/2a057844fa3ed87f8fa04cb9a86c4162f422be19,,"['BACKERS.md', 'README.md']"
ktsn,yyx990803,a9eb198413e7b1baaf364e93ec3c093734529fe8,fix(types): relax the return type of props default option (#8537),2018-09-18 02:33:58,https://api.github.com/repos/vuejs/vue/commits/a9eb198413e7b1baaf364e93ec3c093734529fe8,,"['types/options.d.ts', 'types/test/options-test.ts']"
Justineo,yyx990803,1e1ce0cac7d6c22c980021cbd3cb207a47e85dfb,"fix: replace hardcoded .parentNode with abstract ops, fix #8713 (#8714)",2018-09-09 21:28:20,https://api.github.com/repos/vuejs/vue/commits/1e1ce0cac7d6c22c980021cbd3cb207a47e85dfb,['8713'],['src/core/vdom/patch.js']
yyx990803,yyx990803,3b43c81216c2e29bd519c447e930d6512b5782e8,chore: update sponsors,2018-08-27 19:05:41,https://api.github.com/repos/vuejs/vue/commits/3b43c81216c2e29bd519c447e930d6512b5782e8,,"['BACKERS.md', 'README.md']"
TimSpeelman,yyx990803,d280937045988097b816c4497322acc8aaca2d86,test(e2e): trigger click on .new-todo instead of footer (#7938),2018-08-20 21:52:06,https://api.github.com/repos/vuejs/vue/commits/d280937045988097b816c4497322acc8aaca2d86,,['test/e2e/specs/todomvc.js']
sodatea,yyx990803,c21b89ebeda4c45024c2a71bc7a292d47ebc7ee1,fix(ssr): fix double escaping of staticClass values (#7859) (#8037),2018-08-20 21:49:18,https://api.github.com/repos/vuejs/vue/commits/c21b89ebeda4c45024c2a71bc7a292d47ebc7ee1,,"['src/server/optimizing-compiler/modules.js', 'test/ssr/ssr-string.spec.js']"
yuriyalekseyev,yyx990803,59860b0a756526f37468655598c68d119f0e74bd,refactor: make the warning messages more explicit (close #7764) (#7881),2018-08-17 14:40:46,https://api.github.com/repos/vuejs/vue/commits/59860b0a756526f37468655598c68d119f0e74bd,['7764'],"['src/core/util/props.js', 'test/unit/features/options/props.spec.js']"
eddyerburgh,yyx990803,c94482743c41e9bfc745aa06d63f7f83bdd56991,"feat: add async option (#8240)

This is an option intended only for testing purposes, and should not be used in
application code.",2018-08-16 20:26:02,https://api.github.com/repos/vuejs/vue/commits/c94482743c41e9bfc745aa06d63f7f83bdd56991,,"['src/core/config.js', 'src/core/observer/dep.js', 'src/core/observer/scheduler.js', 'test/unit/features/global-api/config.spec.js', 'types/test/vue-test.ts', 'types/vue.d.ts']"
clarkdo,yyx990803,833175e9d6e8f47367e49e1752cd149a677cdae8,refactor: ignore control-regex lint for unsafeAttrCharRE (#8601),2018-08-14 13:12:26,https://api.github.com/repos/vuejs/vue/commits/833175e9d6e8f47367e49e1752cd149a677cdae8,,['src/platforms/web/server/util.js']
d-pollard,yyx990803,9476d3e7428b6638d3243045d5a052ad5824d4e7,chore: update backers (#8649),2018-08-14 13:11:43,https://api.github.com/repos/vuejs/vue/commits/9476d3e7428b6638d3243045d5a052ad5824d4e7,,['BACKERS.md']
yyx990803,yyx990803,25a688ee314d82b584ef0f192d4016b75664a616,chore: update backers,2018-08-13 21:48:11,https://api.github.com/repos/vuejs/vue/commits/25a688ee314d82b584ef0f192d4016b75664a616,,['BACKERS.md']
yyx990803,yyx990803,312fd51770ca25a8b6b33603a6a91cebc5c5d3d2,chore: update sponsors,2018-08-13 15:46:04,https://api.github.com/repos/vuejs/vue/commits/312fd51770ca25a8b6b33603a6a91cebc5c5d3d2,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,1e77d355add015ab1dd732a0d732bffa4af0f060,chore: new sponsor,2018-08-07 22:02:13,https://api.github.com/repos/vuejs/vue/commits/1e77d355add015ab1dd732a0d732bffa4af0f060,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,3d36a443c755bf16f2656a8595dda9076f021a4a,fix: fix potential xss vulnerability in ssr when using v-bind,2018-08-01 19:33:47,https://api.github.com/repos/vuejs/vue/commits/3d36a443c755bf16f2656a8595dda9076f021a4a,,"['src/platforms/web/server/modules/attrs.js', 'src/platforms/web/server/util.js', 'src/server/optimizing-compiler/runtime-helpers.js', 'test/ssr/ssr-string.spec.js']"
yyx990803,yyx990803,5a255d946c6c70218f6ebc0ddbf31029db696813,chore: update sponsors and backers,2018-07-31 13:19:25,https://api.github.com/repos/vuejs/vue/commits/5a255d946c6c70218f6ebc0ddbf31029db696813,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,21112ecc691e25fc13b40985c0f0381e3911efa5,chore: update sponsor,2018-07-18 21:33:48,https://api.github.com/repos/vuejs/vue/commits/21112ecc691e25fc13b40985c0f0381e3911efa5,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,48acf71a01e5665f72696d44aa5a8d8f1d137172,chore: remove bmqb,2018-07-13 13:16:24,https://api.github.com/repos/vuejs/vue/commits/48acf71a01e5665f72696d44aa5a8d8f1d137172,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,0e5306658ad7b83c553a6a3eeedb15f9066ab063,chore: sponsors,2018-07-05 15:13:57,https://api.github.com/repos/vuejs/vue/commits/0e5306658ad7b83c553a6a3eeedb15f9066ab063,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,1f68e1eb013d528741ed14d2cbbeb7281563d330,chore: update sponsors,2018-07-03 02:27:12,https://api.github.com/repos/vuejs/vue/commits/1f68e1eb013d528741ed14d2cbbeb7281563d330,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,b10ea06a378ed5a677089d1b52d0414ca9e8d999,chore: update sponsors,2018-07-01 14:15:15,https://api.github.com/repos/vuejs/vue/commits/b10ea06a378ed5a677089d1b52d0414ca9e8d999,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,52719ccab8fccffbdf497b96d3731dc86f04c1ce,chore: sponsor cleanup,2018-06-11 20:54:26,https://api.github.com/repos/vuejs/vue/commits/52719ccab8fccffbdf497b96d3731dc86f04c1ce,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,bb953435afc4086d66d93b76bcaac2d1144f1e8d,chore: update sponsors,2018-06-11 20:42:41,https://api.github.com/repos/vuejs/vue/commits/bb953435afc4086d66d93b76bcaac2d1144f1e8d,,"['BACKERS.md', 'README.md']"
TheLarkInn,yyx990803,5e3823a5766da1df60481e1e7a20f36d08e716ce,chore(package.json): Add sideEffects: false field in package.json (#8099),2018-05-02 21:28:04,https://api.github.com/repos/vuejs/vue/commits/5e3823a5766da1df60481e1e7a20f36d08e716ce,,['package.json']
yyx990803,yyx990803,654e5f153dc88ee5fc853af6df178c4fc24abe98,chore: new sponsor,2018-04-30 20:15:20,https://api.github.com/repos/vuejs/vue/commits/654e5f153dc88ee5fc853af6df178c4fc24abe98,,"['BACKERS.md', 'README.md']"
gavrashenko,posva,1abb944a71c13542a7203ac6beccb89def641a37,chore(typo): no dots at the end of the comments (#8087),2018-04-26 12:14:16,https://api.github.com/repos/vuejs/vue/commits/1abb944a71c13542a7203ac6beccb89def641a37,,['flow/compiler.js']
yyx990803,yyx990803,1ff51be93c86c72f7a76c0478d22b11055bb8bf8,chore: new sponsor,2018-04-25 20:13:50,https://api.github.com/repos/vuejs/vue/commits/1ff51be93c86c72f7a76c0478d22b11055bb8bf8,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,97f113e7b548d9de252f1f02c0d93b58ec4b0bd6,chore: update sponsors,2018-04-24 13:38:37,https://api.github.com/repos/vuejs/vue/commits/97f113e7b548d9de252f1f02c0d93b58ec4b0bd6,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,8cc7eaeadd00529e687920f9b837b01a9e96de54,chore: update sponsors,2018-04-12 13:01:56,https://api.github.com/repos/vuejs/vue/commits/8cc7eaeadd00529e687920f9b837b01a9e96de54,,"['BACKERS.md', 'README.md']"
jonkofee,yyx990803,38d5459e109a83b4992168c673403503278ff3c1,chore: use reactive components count in benchmark (#7996),2018-04-10 16:34:58,https://api.github.com/repos/vuejs/vue/commits/38d5459e109a83b4992168c673403503278ff3c1,,['benchmarks/reorder-list/index.html']
imyzf,yyx990803,62265035c0c400ad6ec213541dd7cca58dd71f6e,feat(weex): support object syntax of class (#7930),2018-04-07 04:24:23,https://api.github.com/repos/vuejs/vue/commits/62265035c0c400ad6ec213541dd7cca58dd71f6e,,"['src/platforms/weex/runtime/modules/class.js', 'test/weex/cases/cases.spec.js', 'test/weex/cases/render/class.vdom.js', 'test/weex/cases/render/class.vue']"
pi0,yyx990803,ef0b25097957ae9ef9970be732d6e65cc78902e9,"feat(server, webpack-plugin): webpack 4 support (#7839)

SSR webpack 4 compat",2018-04-07 04:23:59,https://api.github.com/repos/vuejs/vue/commits/ef0b25097957ae9ef9970be732d6e65cc78902e9,,"['src/server/webpack-plugin/client.js', 'src/server/webpack-plugin/server.js', 'src/server/webpack-plugin/util.js']"
clarkdo,yyx990803,575b6e77ab82b0bbc581aec3ea9b07135d2d1fcd,"fix(ssr): render initial and used async css chunks (#7902)

compatibility with webpack 4 + mini CSS extraction

close #7897",2018-04-07 04:22:22,https://api.github.com/repos/vuejs/vue/commits/575b6e77ab82b0bbc581aec3ea9b07135d2d1fcd,['7897'],"['src/server/template-renderer/index.js', 'src/server/webpack-plugin/client.js']"
yyx990803,yyx990803,ae6dcd63a017059644502f8741d8a514f3e9cf84,"fix(ssr): remove trailing hash in webpack module identifier when
generating client manifest",2018-04-05 00:08:12,https://api.github.com/repos/vuejs/vue/commits/ae6dcd63a017059644502f8741d8a514f3e9cf84,,['src/server/webpack-plugin/client.js']
yyx990803,yyx990803,805a4fd67602f1ac2a063284c4e2ce35be07815e,chore: new sponsor,2018-04-03 15:19:43,https://api.github.com/repos/vuejs/vue/commits/805a4fd67602f1ac2a063284c4e2ce35be07815e,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,ee1a36820e3097ed23a114a70a1a87f2aea7456e,chore: update sponsor,2018-04-02 13:18:19,https://api.github.com/repos/vuejs/vue/commits/ee1a36820e3097ed23a114a70a1a87f2aea7456e,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,19552a82a636910f4595937141557305ab5d434e,build: release 2.5.17-beta.0,2018-03-23 23:29:02,https://api.github.com/repos/vuejs/vue/commits/19552a82a636910f4595937141557305ab5d434e,,['package.json']
yyx990803,yyx990803,dbf15103f797a54f41288af2a393b1e8ccee0aec,build: build 2.5.17-beta.0,2018-03-23 23:28:59,https://api.github.com/repos/vuejs/vue/commits/dbf15103f797a54f41288af2a393b1e8ccee0aec,,"['dist/vue.common.js', 'dist/vue.esm.js', 'dist/vue.js', 'dist/vue.min.js', 'dist/vue.runtime.common.js', 'dist/vue.runtime.esm.js', 'dist/vue.runtime.js', 'dist/vue.runtime.min.js', 'packages/vue-server-renderer/basic.js', 'packages/vue-server-renderer/build.js', 'packages/vue-server-renderer/package.json', 'packages/vue-template-compiler/browser.js', 'packages/vue-template-compiler/build.js', 'packages/vue-template-compiler/package.json']"
yyx990803,yyx990803,950daca99b872e240131908aaa5ad1889f749476,types: make flow happy,2018-03-23 23:21:45,https://api.github.com/repos/vuejs/vue/commits/950daca99b872e240131908aaa5ad1889f749476,,['src/core/vdom/create-component.js']
yyx990803,yyx990803,f1480774372bd395f04beef20d8056a4d6b2ccfb,chore: format,2018-03-23 23:21:34,https://api.github.com/repos/vuejs/vue/commits/f1480774372bd395f04beef20d8056a4d6b2ccfb,,['test/unit/features/directives/model-checkbox.spec.js']
yyx990803,yyx990803,faaf142cb620f864f5a6d65ab58c9fb1677c85c6,"refactor: reduce component mergeHook arg count

Because f43ce3a5 removed the two extra args from init hook",2018-03-23 23:14:05,https://api.github.com/repos/vuejs/vue/commits/faaf142cb620f864f5a6d65ab58c9fb1677c85c6,,['src/core/vdom/create-component.js']
luisatmaniak,yyx990803,8227fb35240ab1f301c30a6ad5d4d25071fa7996,fix: add missing `asyncMeta` during VNode cloning (#7861),2018-03-23 23:13:10,https://api.github.com/repos/vuejs/vue/commits/8227fb35240ab1f301c30a6ad5d4d25071fa7996,,['src/core/vdom/vnode.js']
matheusazzi,yyx990803,1bd6196fb234c28754d9a27095afe0b5b84990ad,"fix(codegen): support IE11 and Edge use of ""Esc"" key (#7887)

Closes #7880",2018-03-23 23:08:55,https://api.github.com/repos/vuejs/vue/commits/1bd6196fb234c28754d9a27095afe0b5b84990ad,['7880'],['src/compiler/codegen/events.js']
pkaminski,yyx990803,7a145d86430bad65271f4d6ab1344b215fefe52a,fix(observer): invoke getters on initial observation if setter defined (#7828),2018-03-23 23:08:02,https://api.github.com/repos/vuejs/vue/commits/7a145d86430bad65271f4d6ab1344b215fefe52a,,['src/core/observer/index.js']
yyx990803,web-flow,653aac2c57d15f0e93a2c1cc7e6fad156658df19,"perf: avoid unnecessary re-renders when computed property value did not change (#7824)

close #7767",2018-03-23 23:03:27,https://api.github.com/repos/vuejs/vue/commits/653aac2c57d15f0e93a2c1cc7e6fad156658df19,['7767'],"['src/core/instance/state.js', 'src/core/observer/watcher.js', 'test/unit/features/options/computed.spec.js', 'test/unit/modules/observer/watcher.spec.js']"
yyx990803,web-flow,f43ce3a5d8f73e273f2d03c9d86ea5662cda481a,"fix: invoke component node create hooks before insertion (#7823)

fix #7531",2018-03-23 23:03:17,https://api.github.com/repos/vuejs/vue/commits/f43ce3a5d8f73e273f2d03c9d86ea5662cda481a,['7531'],"['flow/options.js', 'src/core/instance/init.js', 'src/core/instance/lifecycle.js', 'src/core/vdom/create-component.js', 'src/core/vdom/patch.js']"
yyx990803,web-flow,b7445a2b945dcded287601ace8e711ab5cf35ab5,"fix: beforeUpdate should be called before render and allow state mutation (#7822)

fix #7481",2018-03-23 23:03:00,https://api.github.com/repos/vuejs/vue/commits/b7445a2b945dcded287601ace8e711ab5cf35ab5,['7481'],"['src/core/instance/lifecycle.js', 'src/core/observer/scheduler.js', 'src/core/observer/watcher.js', 'src/platforms/web/runtime/components/transition-group.js', 'test/unit/features/options/lifecycle.spec.js']"
yyx990803,yyx990803,de42278d34f6a800cec5c7eb781c1b8b83a829dd,"fix: ensure init/prepatch hooks are still repsected

this address a regression introduced in 984927a which
causes vue-router#1338 to resurface.",2018-03-23 23:01:24,https://api.github.com/repos/vuejs/vue/commits/de42278d34f6a800cec5c7eb781c1b8b83a829dd,,"['src/core/vdom/create-component.js', 'test/unit/modules/vdom/patch/edge-cases.spec.js']"
yyx990803,yyx990803,a7d190d2491a573e8bdfcc05d70d341d191ea213,chore: update sponsors,2018-03-23 21:02:48,https://api.github.com/repos/vuejs/vue/commits/a7d190d2491a573e8bdfcc05d70d341d191ea213,,"['BACKERS.md', 'README.md']"
zapashcanon,yyx990803,943e5c242b6c3a8cc92478dc95aba0a5b4b49588,workflow: clean shell scripts (#7826),2018-03-22 14:02:40,https://api.github.com/repos/vuejs/vue/commits/943e5c242b6c3a8cc92478dc95aba0a5b4b49588,,"['scripts/release-weex.sh', 'scripts/release.sh']"
yyx990803,yyx990803,903be9b91f7c41d40e228676df9d66d2c064fe23,"Revert ""refactor: remove unnecessary checks (#7875)""

This reverts commit 43551b4fb60f449eb28600023eb0d3a3cf604a0e.",2018-03-22 14:01:53,https://api.github.com/repos/vuejs/vue/commits/903be9b91f7c41d40e228676df9d66d2c064fe23,,['src/core/instance/state.js']
RyanCavanaugh,yyx990803,49385e1efab90f8c75087a731de2fcdcb367941e,"types: add UMD global declaration to index.d.ts (#7868)

Users using Vue from e.g. the CDN might be using the global `.Vue` without importing the module.

See https://www.typescriptlang.org/docs/handbook/modules.html for details on the syntax",2018-03-22 13:58:04,https://api.github.com/repos/vuejs/vue/commits/49385e1efab90f8c75087a731de2fcdcb367941e,,['types/index.d.ts']
HcySunYang,yyx990803,43551b4fb60f449eb28600023eb0d3a3cf604a0e,refactor: remove unnecessary checks (#7875),2018-03-22 13:56:05,https://api.github.com/repos/vuejs/vue/commits/43551b4fb60f449eb28600023eb0d3a3cf604a0e,,['src/core/instance/state.js']
dcherman,yyx990803,7b387390aa917edffc0eabce0b4186ea1ef40e2c,"fix: correct the `has` implementation in the `_renderProxy` (#7878)

It's feasible that someone might ask if something other than a string is
in the proxy such as a `Symbol` that lacks a `charAt` method.  This aligns
the implementation with the `getHandler`.",2018-03-22 13:53:28,https://api.github.com/repos/vuejs/vue/commits/7b387390aa917edffc0eabce0b4186ea1ef40e2c,,"['src/core/instance/proxy.js', 'test/unit/features/instance/render-proxy.spec.js']"
yyx990803,yyx990803,17d7a5f6bd28dda247ddeb02ed66ebc92182ded9,chore: update sponsors,2018-03-20 14:26:32,https://api.github.com/repos/vuejs/vue/commits/17d7a5f6bd28dda247ddeb02ed66ebc92182ded9,,"['BACKERS.md', 'README.md']"
yyx990803,yyx990803,25342194016dc3bcc81cb3e8e229b0fb7ba1d1d6,build: release 2.5.16,2018-03-13 22:14:20,https://api.github.com/repos/vuejs/vue/commits/25342194016dc3bcc81cb3e8e229b0fb7ba1d1d6,,['package.json']
yyx990803,yyx990803,90891709708e8ebdc1522eed678a49eb9f312fda,build: build 2.5.16,2018-03-13 22:14:16,https://api.github.com/repos/vuejs/vue/commits/90891709708e8ebdc1522eed678a49eb9f312fda,,"['dist/vue.common.js', 'dist/vue.esm.js', 'dist/vue.js', 'dist/vue.min.js', 'dist/vue.runtime.common.js', 'dist/vue.runtime.esm.js', 'dist/vue.runtime.js', 'dist/vue.runtime.min.js', 'packages/vue-server-renderer/basic.js', 'packages/vue-server-renderer/build.js', 'packages/vue-server-renderer/package.json', 'packages/vue-template-compiler/browser.js', 'packages/vue-template-compiler/build.js', 'packages/vue-template-compiler/package.json', 'packages/weex-template-compiler/build.js', 'packages/weex-vue-framework/factory.js', 'packages/weex-vue-framework/index.js']"
yyx990803,yyx990803,62a922e865f5e578f67b386cb614abfc173d7851,"fix: fix wrongly matched named slots in functional components

This is a subtle edge case caused when a stateful component triggers
a self re-render, which reuses cached slot nodes. The cached slot
nodes, if returned from a functional render fn, gets the fnContext
property which causes subsequent slot resolving to not function
properly. To fix this, nodes returned from functional components
need to be cloned before getting assigned fnContext.

fix #7817",2018-03-13 21:48:52,https://api.github.com/repos/vuejs/vue/commits/62a922e865f5e578f67b386cb614abfc173d7851,['7817'],"['src/core/vdom/create-functional-component.js', 'test/unit/features/component/component-slot.spec.js']"
pkaminski,yyx990803,9084747e307dc9b415ff8e2a788c6a585a2a8f6c,"fix(core): Make set/delete warning condition for undefined, null and (#7818)

primitive values more precise.  Corrects #7452",2018-03-13 15:40:31,https://api.github.com/repos/vuejs/vue/commits/9084747e307dc9b415ff8e2a788c6a585a2a8f6c,,"['src/core/observer/index.js', 'test/unit/modules/observer/observer.spec.js']"
jinzhubaofu,yyx990803,1a979c44d6543d89f8a7e26ad7f995b1bf2aee3c,"fix(ssr): fix v-show inline style rendering when style binding is array (#7814)

fix #7813",2018-03-13 15:40:22,https://api.github.com/repos/vuejs/vue/commits/1a979c44d6543d89f8a7e26ad7f995b1bf2aee3c,['7813'],"['src/platforms/web/server/directives/show.js', 'test/ssr/ssr-string.spec.js']"
hirokiosame,yyx990803,a6169d1eb71d64eacddf1738e72d21725e2bff00,"fix(model): fix static input type being overwritten by v-bind object (#7819)

fix #7811",2018-03-13 15:40:15,https://api.github.com/repos/vuejs/vue/commits/a6169d1eb71d64eacddf1738e72d21725e2bff00,['7811'],"['src/platforms/web/compiler/modules/model.js', 'test/unit/features/directives/model-checkbox.spec.js']"
yyx990803,yyx990803,6dd73e9ee44c09f04d3f616fcce18750a55e2e4f,"fix: named slots for nested functional components

Named slots should be respecred when passing raw children down multiple
layers of functional components.

fix #7710",2018-03-13 15:40:04,https://api.github.com/repos/vuejs/vue/commits/6dd73e9ee44c09f04d3f616fcce18750a55e2e4f,['7710'],"['src/core/vdom/create-functional-component.js', 'test/unit/features/component/component-slot.spec.js']"
yyx990803,yyx990803,215f877d1b7eb6583f7adf15676ead8611f07379,"fix(keep-alive): run prune after render for correct active component check

fix #7566",2018-03-13 15:39:59,https://api.github.com/repos/vuejs/vue/commits/215f877d1b7eb6583f7adf15676ead8611f07379,['7566'],"['src/core/components/keep-alive.js', 'test/unit/features/component/component-keep-alive.spec.js']"
yyx990803,yyx990803,4378fc5124067c2b3a3517dd7f527edd9be2ad37,"fix: fix keyName checking for arrow keys in IE11

fix #7806",2018-03-13 15:39:55,https://api.github.com/repos/vuejs/vue/commits/4378fc5124067c2b3a3517dd7f527edd9be2ad37,['7806'],['src/compiler/codegen/events.js']
yyx990803,yyx990803,984927a1a98d10ad8af44f2accfb08d34d517610,"fix: fix regression on duplicate component init when using shared data objects

fix #7805",2018-03-13 15:39:52,https://api.github.com/repos/vuejs/vue/commits/984927a1a98d10ad8af44f2accfb08d34d517610,['7805'],"['src/core/vdom/create-component.js', 'test/unit/modules/vdom/create-component.spec.js', 'test/unit/modules/vdom/patch/edge-cases.spec.js']"
yyx990803,yyx990803,cf0b1b745f6b98f4e010f2e0b4c2351bb5a7b812,ci: use yarn.lock instead of package-lock.json,2018-03-13 15:39:42,https://api.github.com/repos/vuejs/vue/commits/cf0b1b745f6b98f4e010f2e0b4c2351bb5a7b812,,['.circleci/config.yml']
yyx990803,yyx990803,702000971c5a355c937607edb930b67311c78f5d,chore: fix typo,2018-03-13 15:39:37,https://api.github.com/repos/vuejs/vue/commits/702000971c5a355c937607edb930b67311c78f5d,,['src/server/render.js']
jkzing,yyx990803,35dc8c2555da884bfb65451391887966bc411a98,types: add Fragment in RenderState typing (#7802),2018-03-13 15:39:33,https://api.github.com/repos/vuejs/vue/commits/35dc8c2555da884bfb65451391887966bc411a98,,['src/server/render-context.js']
yyx990803,yyx990803,882e7199fd8eee039291c4b9f7f324dcf46f32fd,"fix(ssr): fix SSR for async functional components

fix #7784",2018-03-13 15:39:29,https://api.github.com/repos/vuejs/vue/commits/882e7199fd8eee039291c4b9f7f324dcf46f32fd,['7784'],"['src/server/render-context.js', 'src/server/render.js', 'test/ssr/ssr-string.spec.js']"
jkzing,yyx990803,666cdbd71e15de01e4b4468cb5b52ec882cae159,test(vdom): add test case for #7786 (#7793),2018-03-11 18:04:31,https://api.github.com/repos/vuejs/vue/commits/666cdbd71e15de01e4b4468cb5b52ec882cae159,,['test/unit/modules/vdom/create-element.spec.js']
yyx990803,yyx990803,71b4b25375fa4bcd929e1161c35cab133e4a7c23,"fix: allow multiline expression in v-for

fix #7792",2018-03-11 15:51:51,https://api.github.com/repos/vuejs/vue/commits/71b4b25375fa4bcd929e1161c35cab133e4a7c23,['7792'],"['src/compiler/parser/index.js', 'test/unit/features/directives/for.spec.js']"
yyx990803,yyx990803,af5453cd5e90461531f1711b5ecb6bd47136e7b0,build: release 2.5.15,2018-03-10 23:36:42,https://api.github.com/repos/vuejs/vue/commits/af5453cd5e90461531f1711b5ecb6bd47136e7b0,,['package.json']
yyx990803,yyx990803,bafc73f42705e277c1ae9390475fb455e5974fd6,build: build 2.5.15,2018-03-10 23:36:38,https://api.github.com/repos/vuejs/vue/commits/bafc73f42705e277c1ae9390475fb455e5974fd6,,"['dist/vue.common.js', 'dist/vue.esm.js', 'dist/vue.js', 'dist/vue.min.js', 'dist/vue.runtime.common.js', 'dist/vue.runtime.esm.js', 'dist/vue.runtime.js', 'dist/vue.runtime.min.js', 'packages/vue-server-renderer/basic.js', 'packages/vue-server-renderer/build.js', 'packages/vue-server-renderer/package.json', 'packages/vue-template-compiler/package.json']"
yyx990803,yyx990803,84a9a9d61057f6f40a9ad2bee456b39ef0a8f001,"fix: do not traverse VNodes when regsitering dependencies

fix #7786",2018-03-10 18:39:29,https://api.github.com/repos/vuejs/vue/commits/84a9a9d61057f6f40a9ad2bee456b39ef0a8f001,['7786'],['src/core/observer/traverse.js']
yyx990803,yyx990803,387d2567ebec83db47d2049eec006a1ffc83451a,build: release 2.5.14,2018-03-09 21:41:47,https://api.github.com/repos/vuejs/vue/commits/387d2567ebec83db47d2049eec006a1ffc83451a,,['package.json']
yyx990803,yyx990803,a08feed8c410b89fa049fdbd6b9459e2d858e912,build: build 2.5.14,2018-03-09 21:41:25,https://api.github.com/repos/vuejs/vue/commits/a08feed8c410b89fa049fdbd6b9459e2d858e912,,"['dist/vue.common.js', 'dist/vue.esm.js', 'dist/vue.js', 'dist/vue.min.js', 'dist/vue.runtime.common.js', 'dist/vue.runtime.esm.js', 'dist/vue.runtime.js', 'dist/vue.runtime.min.js', 'packages/vue-server-renderer/basic.js', 'packages/vue-server-renderer/build.js', 'packages/vue-server-renderer/package.json', 'packages/vue-template-compiler/browser.js', 'packages/vue-template-compiler/build.js', 'packages/vue-template-compiler/package.json', 'scripts/verify-commit-msg.js']"
yyx990803,yyx990803,2c52c4265ba420ff47dc35eb1060a57c0813ee5d,workflow: specify e2e env when releasing,2018-03-09 21:36:24,https://api.github.com/repos/vuejs/vue/commits/2c52c4265ba420ff47dc35eb1060a57c0813ee5d,,['scripts/release.sh']
yyx990803,yyx990803,83ea0da4b0d39ea97dab8059a7442610f116e4b5,chore: coverage,2018-03-09 21:29:00,https://api.github.com/repos/vuejs/vue/commits/83ea0da4b0d39ea97dab8059a7442610f116e4b5,,"['src/platforms/web/runtime/node-ops.js', 'src/shared/util.js']"
yyx990803,yyx990803,81e1e47cabbd479e2a285f03120944f1efffe749,"fix: respect type order when boolean casting multi-typed props

fix #7485",2018-03-09 19:46:00,https://api.github.com/repos/vuejs/vue/commits/81e1e47cabbd479e2a285f03120944f1efffe749,['7485'],"['src/core/util/props.js', 'test/unit/features/options/props.spec.js']"
yyx990803,yyx990803,a2cd412876c68ff0fac8e70c82676684c6f82770,refactor: observerState,2018-03-09 18:59:26,https://api.github.com/repos/vuejs/vue/commits/a2cd412876c68ff0fac8e70c82676684c6f82770,,"['src/core/instance/inject.js', 'src/core/instance/lifecycle.js', 'src/core/instance/state.js', 'src/core/observer/index.js', 'src/core/util/props.js']"
javoski,yyx990803,318f29fcdf3372ff57a09be6d1dc595d14c92e70,"fix(core): disable dependency collection in lifecycle hooks and data getter (#7596)

This fixes the parent being updated more than necessary due to collecting child props
as dependencies during its own update computation.

fix #7573",2018-03-09 18:13:16,https://api.github.com/repos/vuejs/vue/commits/318f29fcdf3372ff57a09be6d1dc595d14c92e70,['7573'],"['src/core/instance/lifecycle.js', 'src/core/instance/state.js', 'src/core/observer/dep.js', 'test/unit/features/options/data.spec.js']"
g-plane,yyx990803,d7d9b002fd60d246b1ef65f71b55b45f46563b4d,chore: fix typo (#7781),2018-03-09 13:54:55,https://api.github.com/repos/vuejs/vue/commits/d7d9b002fd60d246b1ef65f71b55b45f46563b4d,,['src/core/vdom/vnode.js']
